student_id,race,ses_index,parent_ed,family_income,female,urbanicity,math_score_t0,read_score_t0,gpa_baseline,school_quality,peer_support,expectations,grit_scale,absenteeism,motivation,treatment,math_score_t1
20,Asian,0.7466690072090909,3,25933.217513875104,1,Urban,39.09312200997762,43.003007338150034,3.1235966596286744,1.5394435172314003,12.481814051037855,1,2.6587970472565474,3,-0.8281753467590597,0,47.4850742598487
21,Black,-0.3515073300838112,2,29263.871746740482,1,Rural,67.56977440691134,50.13761218766135,1.691376925795339,-1.2343585310202136,10.476908865777585,4,2.7460829289925908,1,-0.5139638097237399,0,63.41395946233178
22,Black,1.1834295125255743,4,119286.35500776737,0,Rural,57.63238370596583,58.02923394400871,3.497348138829693,-0.7415428627005799,7.7078575398322595,1,3.20212607510765,3,-1.8832878500949153,0,67.27637200652232
23,White,1.6642208330135064,5,103977.67278827835,1,Rural,46.629557049677416,57.6709094114121,3.2334300075890496,2.2371731104431887,10.802636317384257,2,3.250726096746347,1,-0.13536528956232627,0,60.811543492970834
24,White,-1.4698306920239992,2,72909.51713480538,0,Urban,58.67237140559315,51.43168142062372,2.772332853404805,0.559198459217011,8.99077443374274,3,2.9158616942645543,1,0.2907707110306931,0,55.51590261147379
25,White,1.1551630196653695,4,60829.030648194246,0,Rural,45.22765916569995,63.05526746887919,2.7528616591589525,-1.1355206472837929,10.383809234206348,3,2.7535096485614,6,-0.11286832290337256,0,47.04856606354822
26,Asian,-1.7290801403760379,4,38526.101125217894,0,Rural,49.65820727162367,45.586355266828306,2.503312937100418,0.6680191629617447,5.833882193869246,1,3.373073866282823,3,-0.37980299946964247,0,50.379196000572136
27,Hispanic,0.43728700014956984,4,53243.822342377876,1,Suburban,35.83693002563607,58.39123669190093,2.9004428865155205,0.796594333780627,10.826913122234933,1,2.7436654790428223,3,0.7792432930883575,1,44.07030352285043
28,Asian,1.3262820759422687,3,80377.78764922495,1,Urban,50.07809211152948,53.49257093495378,2.9471487456467003,0.9150570052306052,9.31775776441593,2,2.786665543630635,3,-0.5095037534793049,0,55.15656100966719
29,White,-0.8823220902268917,5,105414.52877794918,0,Suburban,57.06081180847749,63.17143188112374,2.6988530273083597,1.049746772928976,9.252371750228537,3,2.951602656455634,6,-0.5917520741470671,0,62.23064091205209
30,Hispanic,-1.1220502546754207,4,77496.87055466163,1,Urban,42.63335013176868,25.2884973618437,3.1915957105811685,0.09670195600406047,6.254625182359355,2,3.0308217375351156,1,-0.6325140545495839,0,34.62879399617457
31,White,-0.9622281204198787,4,59964.424206843956,0,Suburban,38.199413546097006,40.93912442680667,3.3405807501403615,-0.027387802135417496,10.80190517163235,4,2.7934135273907112,5,-1.2355045876606248,0,47.32424514983034
32,White,-0.1879035064970879,3,80149.0064262215,0,Suburban,45.60732529388342,42.01266550146447,2.2254804170224816,1.821002694560861,9.811638973834835,1,3.8969868468187876,2,-0.6877522190473537,0,52.85684915327762
33,Asian,-0.9583748261100391,5,113378.76064357473,1,Rural,29.880747955099316,58.77507778471888,3.3326753709698096,-2.0223986306136403,8.709340997115554,4,3.540391132018171,4,-1.1030443792587463,0,29.614646711241548
34,Asian,0.662246636501282,5,131255.3696122213,0,Rural,45.228143536520044,58.929933335390295,3.9733911716612056,-1.6857005875348148,8.316129450207075,4,2.726435197367096,0,0.01981302846920321,0,48.32494243314791
35,Hispanic,2.122114370794311,4,95807.37876114642,1,Rural,50.51052393447988,39.83419947339821,3.1718223073985428,0.08917178680067633,12.350531089285958,2,3.4849836686000706,1,-0.4261420641051215,0,51.06696631184058
36,White,0.18725673692606923,3,50610.607882083306,1,Suburban,60.65921113316786,44.94155918688982,2.528100007097237,2.1148862928445062,11.876934904574671,3,4.227307770969339,1,0.4110011849525387,0,56.34005642483168
37,Asian,0.4390220822843196,2,54048.967010968176,1,Rural,52.51181326117659,33.9537116496587,3.3280712218256667,-0.618478651649482,11.709196056967054,3,3.1020562798577354,2,-0.46797054136443406,0,62.52693728728373
38,Hispanic,-0.9539557328541509,1,48829.049439477756,1,Urban,68.62172240696778,44.62970280777575,1.8561436774907634,0.0568887721609584,10.557394737702161,1,3.3924815421963537,0,-0.5241007309822168,0,61.89282964697114
39,White,-0.7352245854403922,3,68752.3044117381,1,Suburban,61.691988785000206,36.97910630006128,2.8532911328366026,0.6995218052500654,9.31964222634726,2,3.405399745094556,2,1.0755075110103482,0,61.277641074377364
40,White,0.9060399188417587,1,91050.99753168478,1,Rural,64.01010858056867,63.32852345624322,2.446738461498171,0.3553061608671964,9.918287145814984,2,2.6911583220832647,3,-0.8166139975011427,0,72.20644137960593
41,Asian,0.39314227309570765,5,23995.391192036863,1,Suburban,65.29141775924087,45.30839219475218,3.655728749348782,0.36814425255548033,8.914786089797175,2,2.01057693998867,6,0.44765822938589117,0,64.39112138096662
42,White,-0.16101833875882604,5,69149.57196854924,0,Urban,44.94420280484097,67.564979304672,2.040146369021386,-1.8521381465192317,10.429060932591003,1,2.8523795535597487,4,-0.06741184840175445,0,39.59163797438524
43,White,1.6708118868718478,2,55342.97211922131,1,Urban,45.83273916341994,25.179780874332213,3.4053745636483654,0.7776179588402038,10.177428438249306,2,3.032823460438148,3,0.6653086392771201,1,62.26103789097777
44,Black,0.5415033986683354,3,21527.454460006735,1,Rural,51.880044222139695,46.262329833291,3.7885033703641966,0.4945752534355191,9.380995491821082,4,2.4044701883236015,2,0.4313653052082587,0,50.865596285833355
45,White,0.5877172510053502,1,33250.37838905453,1,Rural,65.24174385601518,51.50352823407287,1.9169809527229518,2.5451996789442113,9.130584385492796,4,2.5608398092292086,3,-0.4383025636409617,0,68.24892947725964
46,Black,-0.5839251995133732,4,50302.0976063449,1,Urban,38.80514753262325,39.16944904788419,3.115670797182247,1.6674333510551411,7.606611204580769,3,3.282015886620135,1,1.2614166926943464,0,44.996061995390235
47,Black,-0.2646473511594371,2,78320.04243384398,0,Urban,32.97819575312309,64.70314119549138,3.7365903726313263,0.5712912172400566,11.097889030819923,1,2.931229845200025,4,1.2052578492246928,1,41.48343997939002
48,White,-1.9716619933341317,2,19977.36281792749,0,Suburban,66.87135431714609,66.62208079002944,2.9445207512471825,0.031741664572960876,9.138535473529807,2,2.738220661957441,1,-1.892815517321738,0,58.32440002798573
49,White,-0.05226226956412805,4,66668.3259588916,0,Urban,57.27184965080328,43.93984936140654,3.5965095463907346,0.63836377650766285,11.789966985643686,4,3.2581646174273837,3,-0.3890718830620566,0,58.012204475731274
50,White,-0.07234871690108803,2,94335.32946950546,1,Urban,47.934847489188755,50.233194535461806,3.685360779403709,0.5217983629523503,10.161430934450461,3,2.8266855562094433,7,1.0948624987899698,0,56.2922261597093
51,White,-0.019488470353225977,1,81972.35418202396,0,Urban,76.87635313309663,68.63855538970039,1.8066476492676884,1.0096346129771379,6.0850501886675294,4,3.4116625364883717,4,-0.8413154777520363,0,66.19466081434484
52,Hispanic,0.07146909965887466,5,71745.6732587591,1,Urban,57.91391212446034,53.38442495718909,3.5250289782416075,0.7388093755535069,9.266995714555893,4,2.9298491889686833,2,0.7334997338782391,0,55.942837214039066
53,White,0.7789281967533979,5,37104.16579236209,1,Urban,47.91650138242381,46.207271169371865,3.3476304574869573,1.2920857281300566,11.654040723097584,4,2.085176777105052,3,-0.3930064012043391,1,60.689774606523784
54,White,-0.7075361429152288,1,51121.53482933751,0,Rural,63.83501607265258,46.745505836800646,3.732332576531917,1.6297739039843757,13.012328078947647,2,2.5648262990475796,4,-0.06455180765574771,0,59.45286303162854
55,Hispanic,-1.491677944503088,5,63164.911225396776,0,Suburban,54.61910699771156,47.24477753180059,3.4750333490082994,0.5787888880142257,11.459777832059027,4,2.7260743895529944,3,-0.9190122004291241,0,52.612311365981554
56,Hispanic,-0.846492221155993,2,96789.77806666875,0,Rural,66.28739490614342,59.41084489178789,1.5262677797582,-0.40740966278098306,11.55227797344287,1,3.1622653068392585,1,-0.041564351605695375,0,66.2372251088672
57,Black,0.19937745204943416,5,116043.12684355403,1,Rural,53.993715739409474,36.469875080611374,2.664128372911364,-0.0047443033531041155,9.710304555092602,2,3.180871374020553,0,0.30560432085217426,0,53.04192356355204
58,Black,0.7010495572367825,3,57546.440531553824,0,Suburban,36.73239123295973,64.70301124912586,3.3284804181894287,-0.485190154720584,10.551932040942589,1,2.9653499011514954,3,-0.39186501858044254,0,57.4999038504713
59,White,0.48621922321779226,2,165041.92187016454,1,Rural,63.50548228849997,34.993627600675765,3.2151125171221793,0.11372513723245342,11.110893421500446,1,3.7118703571263287,6,1.7512170539821743,1,62.64979798947933
60,White,0.16083746514720057,4,67102.59812807883,0,Suburban,51.90987746339434,60.8341902035696,3.724454311071895,-1.849510964816259,10.071812008431886,4,3.154159187031109,2,-0.9134188962058597,0,59.010159413356256
61,White,-0.25068030326313023,2,50901.5217275966,1,Suburban,54.42009615882414,57.466690488333924,1.5612554838880897,1.089714966461732,11.430897425155974,4,2.2497698619389497,2,-0.14167090809981134,0,55.98767035622455
62,White,0.49384322389585794,5,94039.1070017074,0,Rural,48.76881802139306,56.90480439987947,2.508205054095015,1.7935433852404015,12.434976081325914,1,3.241708056242324,1,0.7652697777795316,0,50.67769731580414
63,Black,0.024641641504146935,2,50452.46910282083,1,Rural,58.62627513763421,49.80939991429421,3.5832130970666185,0.2916909435862287,8.038661191481642,4,2.4007090864457137,2,-1.0767633473663916,0,60.53488472773167
64,Asian,1.359217668361483,3,53443.037405535906,1,Rural,40.41525302793674,30.85386852057249,3.6567660226719454,1.0182910422574762,9.97922847497019,4,2.9033191853341336,4,0.2936495826628093,0,40.97004366891151
65,White,-1.014754272977339,4,97612.2679431519,0,Suburban,43.110380598982104,40.574813867958,3.5131931611103937,-1.1531115636163074,10.037226839401463,3,3.952223157888786,2,0.7405049104613378,0,41.94189299090087
66,Asian,0.773236889718373,5,89674.00905430304,1,Suburban,60.68136932967093,71.65302101004049,2.5125694843009114,-0.782214058936286,9.72775142350291,2,2.9691699937753184,4,0.9346718651349706,0,62.58643798270835
67,Asian,-0.1224663841034443,3,99692.35841392055,0,Rural,38.33049076937003,37.709325794954765,3.064315445139073,-0.34031966261926977,11.751572936461542,2,2.7204442986065933,6,-0.8955351277432153,0,45.5837426847752
68,White,-0.8145070644511543,2,194918.6328632587,0,Rural,43.00486951856389,68.2845693351911,1.9958093189634383,2.355454257999391,12.623062082202452,4,2.930367175968914,2,1.1438022789398108,0,42.371816458616436
69,Asian,-1.3140541559593943,2,51118.67437959188,1,Suburban,49.53512494421429,54.42597147946243,3.1529856552369893,-0.63010892529711,8.105458689573119,3,3.2158130111862184,2,0.09547062291926031,0,53.72115993987155
70,Hispanic,0.02444310109432016,2,85265.88992772308,0,Rural,57.61352134801143,42.832693644016075,3.5851477759424597,-0.867244577232595,13.933037902699615,2,2.511477632916559,3,2.0880890785372963,0,54.42266041009009
71,Hispanic,-0.12154244730950142,3,110209.78369523255,0,Suburban,52.71398346076126,50.34218980687357,2.491221916046925,1.562809414485157,9.1164750646713,1,2.9912175412756836,2,0.23908193723982657,0,50.30870871972477
72,White,-0.4072508881064656,2,48415.08278956693,1,Urban,48.29865347667642,63.26063600208482,1.526269403169863,-0.7463127738649983,8.695252550361886,2,3.2766409398853273,4,-0.43787085647318147,0,52.72353385218933
73,White,0.7371908046496694,5,57206.591559364664,1,Urban,38.92996625256729,45.22417701694122,2.927767616114579,-0.8792006895731961,8.997138118028609,2,4.144721244389519,4,-1.3514565617096963,0,46.38785433648698
74,Black,0.5601802385595664,3,44874.76267197841,1,Suburban,52.74070667564838,45.61927868801645,2.068192055216059,-0.4403291784507393,10.596594678057837,1,3.18065569203427,3,-0.973222300626917,0,55.17496875687009
75,White,0.4749564515561057,5,58329.33058104781,0,Rural,60.787330522976376,34.12822419882791,3.324121319805272,-0.8969083281716986,7.1198160201992104,2,2.8618009173768226,5,1.960206053472924,0,52.724036487575816
76,White,0.06286625860116067,1,209720.05982027773,0,Suburban,46.20448987149258,43.9287622155167,2.095658681122586,1.408223269856691,11.171583893921948,1,3.109281454522139,2,-0.0077118328960641466,0,54.37116845337519
77,White,0.7394374893792727,4,113970.53588771488,1,Suburban,44.342178758825426,47.26077965640302,1.7663797058630735,-0.2553897470990209,11.188969888321209,4,3.4505839178892637,3,2.079240116058447,0,49.310318121054294
78,White,0.9316561311801758,5,34929.223225699454,0,Urban,42.82403431249986,72.09264684910413,1.7154271310428157,-0.1863541674336294,11.995990845399804,1,1.7423901981656829,3,-0.7328632080554457,0,42.03735123988446
79,Asian,-0.09338079513091126,1,65163.43347525582,1,Urban,71.12347537206014,53.11705292077207,1.8095947444671765,-0.05034604953922933,7.12517653256254,4,2.81189952624164,2,-0.20009607483642236,0,67.14929531372297
80,Black,0.536620861691048,3,108773.27232139163,0,Urban,64.28385079364332,31.51433401636377,2.0248594365548342,0.05778759473040377,5.6895223206644205,3,2.8280617716926755,4,-0.21791571484983832,0,64.98581586064316
81,Asian,0.3454465457829358,3,45960.32140331886,1,Urban,43.10668786606203,58.18290706433191,3.9514226807514206,0.7470808450356167,12.439848329949939,1,3.1508073631138274,2,-0.25685997147961864,0,47.70491645563765
82,Hispanic,-0.0225848266601709,1,158203.59342776096,1,Suburban,37.36754128749043,33.0517585310902,2.189289652509615,-1.625495218586244,10.861237364248044,2,2.6574503633745232,3,-0.1272457988049332,0,36.06995674227876
83,Asian,-1.6014804699856449,3,43399.42181272111,0,Urban,56.102354253711006,41.724150221444994,2.445063605904579,2.200576087531475,10.015512330501753,3,2.5236226785606197,7,-0.9678414125687265,0,59.77045830221941
84,White,-0.2866061385574792,1,80131.33577617654,0,Suburban,40.94535757014104,53.977258022387346,2.961865945602767,-0.8041343309983772,9.242113332324076,4,2.8536261762926602,2,2.349982283651773,0,41.788491113188456
85,White,-0.2927516529738988,4,43247.855017644055,0,Urban,48.758758444086006,40.099383343291244,1.9360869276570156,-0.7518771908510293,11.790839037640344,3,3.1569147764981786,2,-0.07297016243404737,0,58.668454176575494
86,White,1.422015054006491,1,60992.74213283774,1,Suburban,55.11061862659558,55.726612527874664,2.2698551908833906,-0.3434811289458798,11.721643814181189,2,2.6307389518075572,3,-0.805318828461158,0,65.37440523764556
87,White,1.3553198362698502,1,48050.796694711775,0,Rural,43.586858013565525,43.62683955650433,3.8617879312951118,-0.960385269452684,8.290420792214123,4,2.3784229994553803,2,-0.026320815935273686,0,45.68120160009512
88,Asian,-0.6016409772178608,3,62051.5407607756,1,Urban,33.92533988259068,42.61125856568371,3.5336507755564526,-1.1393613745054543,8.22316350731478,3,2.982163435685073,2,-0.8658111406589837,0,36.86521363353601
89,White,0.39608678691800864,2,57621.204682297175,1,Rural,46.60271383754021,51.883513485933676,2.1278366973856464,-2.525016737016131,5.703606495010572,3,3.497782076769476,4,0.3911323582186832,0,51.895452417765675
90,Asian,-0.09320365860473388,4,22632.98173692986,1,Suburban,40.88974626236357,51.9919799091626,2.490435703424737,-1.3329970445459636,8.313722932456423,1,3.5444831324697486,3,0.07029248033944611,0,45.08587371223081
91,Hispanic,-1.4751313017759011,2,57691.49265808202,0,Suburban,51.330292410911426,49.500890872902374,2.5795278334990144,1.075273890829437,11.655234891386746,2,3.6865489011875034,4,-1.849506247600215,0,51.28007279631666
92,White,-0.8742458378799048,4,41648.22188633501,1,Urban,45.51533029046796,51.53157644625149,2.845577040920034,-0.6886596251230551,10.425392614206078,1,2.8270658301762905,2,-0.2692509060474467,0,59.329597906617956
93,Hispanic,0.29624655968918145,4,62978.24293924836,1,Rural,55.2239254371358,70.90744623950867,3.18280886602588,-1.614333192175024,9.458249831079948,2,3.0825853316258756,1,0.3505150603271917,0,52.38950199611284
94,Hispanic,1.2894021763483263,2,83317.91703425659,0,Suburban,45.126193800087066,43.79305391656196,2.9783828222425655,0.7722711288017173,6.784562187549043,4,2.981975588041366,0,0.02610326654501428,0,49.00386113358668
95,White,0.6765732462681255,3,29533.2827544425,1,Urban,56.755656135092714,63.221304072475675,2.5230182809755206,-2.0861641889967277,9.3651870084025,2,3.4943879039465986,2,0.07369541094805292,0,56.896692544832256
96,Hispanic,0.5893883774142744,4,57691.78716166095,0,Rural,48.918888727170014,47.76881613412351,3.3850205140188336,0.6474633376418437,12.498399746295657,3,2.306440730476801,4,0.5295831122675432,0,57.73258188064541
97,Black,0.0320726600196278,2,117601.80059129761,1,Rural,33.30272823765884,34.940048669132835,1.917710401234217,-1.0039004530521831,9.82919773258714,2,2.3237025247261647,3,1.8890902999450616,0,43.310713112367935
98,Hispanic,0.1706816377780485,3,71776.22213692269,0,Rural,47.654708884042,64.47063098213161,2.773859473876655,-1.0989180781493233,9.562011149989925,2,2.50759695922092,3,-1.3572995340547864,0,51.51318402902889
99,Hispanic,1.0808261259802225,5,117344.0584703591,0,Urban,54.17291724092398,41.86547818161666,2.3807886426802725,-1.9664463879855032,9.025737450295015,3,3.375418076526312,4,0.6540647179244965,0,53.754575171683264
100,Black,0.9099895418881642,2,53240.04688072493,1,Urban,66.24712902866527,42.3016211633836,2.922770678764209,0.013573949325785746,13.890483474671893,4,2.837401568495963,3,0.9284196561059062,0,66.9564428425915
101,White,-1.1369414511957705,3,38823.151278125086,0,Rural,44.26737108736437,33.21552924955385,3.9033566255820915,-1.3924094369969495,11.90253316737185,4,3.982893915264315,5,0.17568388662030454,0,50.83545215839836
102,Black,-1.182765195098569,4,103238.30708333514,0,Rural,59.466599790899465,56.00862968440772,1.9256236547371373,-0.14951824252112583,8.517565280033436,3,3.1477335102101645,3,0.5288911894196773,0,62.967344933785824
103,White,1.3640587172944365,5,28945.459087011302,0,Suburban,37.59853377849766,55.360111648048,2.7331597885349765,-0.7574390725533274,13.506015852783642,3,2.866112037143042,3,0.22453607680319987,1,39.69683696605775
104,White,1.3765234808263298,5,126199.46981994137,1,Urban,45.476815137228606,42.52638643270529,3.7089167329249904,0.21906148317386331,8.977147823656148,2,3.8981363773230324,3,0.6513168275583648,0,45.61686786499418
105,Hispanic,-0.09400879413571395,2,37881.6488225231,0,Suburban,59.18504029388773,52.872210174354294,2.4732528310269117,-0.6861836771053312,10.755550557159347,1,3.2950463728850132,3,-0.337676189664447,0,60.90638189886475
106,White,-0.886239817582967,1,53731.532421547505,0,Urban,52.173166492241684,51.57631129779377,1.9819502838654444,0.5806061327454228,10.168440278660723,2,2.6897893143232277,1,0.4155656465903317,0,47.207260646679
107,Hispanic,-1.3653791857324569,3,14863.656504047776,1,Rural,47.18135240778721,67.64023608939247,3.1325409949058667,0.09996003130427383,11.76848134280801,2,2.2970462707549,2,0.9198914231857539,0,43.61131575382332
108,White,-0.08084840654595256,3,67851.24421465417,1,Rural,60.69255459717129,52.17990635205173,2.51978643797338,0.511688877966901,15.859349167476356,1,2.8779983152578863,1,-0.29785289520901775,1,62.182380544296436
109,Hispanic,0.2626270667723461,4,57732.50693615007,0,Rural,43.853818756460676,57.160648477191366,3.165022138040513,-0.2902563794202537,7.745926396375912,4,3.7450379929963997,4,-0.8035941211131723,0,38.944305622966176
110,Asian,0.5922833888319377,4,105847.28917732219,1,Rural,43.67411259345461,39.487519429733354,2.4773027582559735,0.9371141556341755,11.274069880859628,2,3.121314072334827,2,-0.6678304624830343,0,46.58692011987187
111,Hispanic,0.6163654456081018,2,47418.08721315914,1,Suburban,48.31666318224664,59.1923974808274,3.6740964625496417,0.34748146386215645,10.093327515983793,2,3.0801318539849203,4,-0.6762364487636888,0,52.83745807633222
112,Hispanic,0.48939026597084595,4,105310.22205978462,0,Rural,41.363014039710706,51.6338469061446,3.450023492681794,-1.1542567117959674,8.160883349876558,4,2.980990637870305,3,1.415791859708969,0,47.49803069192213
113,White,-0.20130394584250413,3,28717.026926211438,1,Rural,57.210358013284655,46.8966545739503,2.032364493701607,0.09640616731926538,9.740886995469232,4,2.2317967224130344,0,-0.001389970380386597,0,61.690651985816544
114,Black,-1.0216055536397772,5,99271.18070271175,0,Urban,42.19244432321067,47.04333706718517,3.9017711682245135,1.4765268602816335,11.85745962633534,1,2.0721479400564746,5,0.29829168283043916,0,42.28977911073615
115,White,-1.931415680406928,2,72605.40465105274,1,Suburban,53.62394864848905,59.14972400246214,2.8225940481061116,0.6060693828694699,10.683547009811553,3,3.018178009250486,1,-0.3294607079026582,0,54.63885545432728
116,White,-1.6696121206418597,3,58724.26132445077,1,Urban,49.11266613118414,53.99358503858468,1.8429916524328291,1.9220155752772676,10.576456000783924,3,2.355581148545717,5,0.013975579387761306,0,43.49316204534797
117,Hispanic,-0.7842463142683025,4,61608.805342870386,1,Urban,53.69714964528475,57.49814108284259,2.263773681828752,-0.3953893181502797,8.448368558769198,1,3.5235944220990643,4,-0.5650410124634913,0,54.74045078980717
118,Asian,-0.30483749744873845,3,43485.50245782327,1,Rural,50.073774210169574,40.99825806843082,2.8393201684812084,0.017500354844307606,10.729508849864644,4,2.8928186238495015,4,-0.7056477029677869,0,53.40001484518501
119,Asian,0.008941542705715844,2,31835.332857663798,0,Urban,31.97224078344727,65.39380389736321,3.710487683187239,-1.9093188739439382,9.909191058414084,1,2.731994393580357,5,-0.12030681782986515,0,47.25950017173359
120,Asian,-1.1852348970882465,1,30506.094710303092,1,Rural,43.04236681747864,56.031192601281546,3.5881464990088716,1.277266705994273,12.336065800164679,1,2.5782464557805693,3,-0.7312160010881957,0,47.95623965592618
121,White,0.9451708529775013,2,21542.647067024845,1,Urban,38.29661676063803,40.36971833085387,1.5124556320952252,1.0761176773724264,10.23316750693099,4,2.935849864332201,4,0.05574344207907703,1,49.95985757483383
122,Black,0.8290195017377503,4,24239.324596445036,1,Suburban,46.414190249266504,36.65522879863424,3.8693875782191753,1.6351734090036871,12.294493457217843,3,3.086191530613488,2,0.6066615315901144,0,56.189082205719075
123,Hispanic,0.1749600264854666,2,64409.298488462366,1,Urban,45.24981409534604,48.01471841409093,3.063419713638723,-0.6771106149596327,9.092538969725506,2,3.4752479600008526,2,0.012763096912418021,0,45.84380400400935
124,White,-0.05136731461148794,1,325039.26672438113,0,Urban,40.85578762290149,40.50765310148033,3.9687684618402272,-0.4290841267849929,9.271354300008428,3,2.9304016733377383,7,-0.8305674402304355,0,47.6524059862376
125,White,-0.242732332505842,4,19238.717926228946,1,Rural,34.45056194284703,46.59771087848064,1.6204223657259718,-0.5688180340354682,6.822571035750324,1,2.4848559223846327,1,0.14074136498085285,0,33.787158948594254
126,Black,0.4675090042656496,5,55970.517235545456,0,Urban,46.94683687653418,58.232361727509975,2.031829742831178,1.1150616623402578,13.149822854636351,3,2.764402308363093,3,-1.66843843642684,0,49.8113865970191
127,Hispanic,-2.4417888342885004,1,44466.238521172374,1,Urban,45.23091953723811,48.077762755276154,2.6220956780016422,-0.07676105287659228,8.228291055829972,4,3.0388501011645626,0,-1.9326583573314324,0,47.60712361543906
128,White,-1.9651339953148397,1,47194.96077155377,0,Suburban,30.72047483389005,39.93687996887826,3.9352504807757214,0.3335131731032217,11.142578269854612,1,3.1867164197241244,1,-0.7573523376476886,0,33.943845728724526
129,White,0.529722104557207,5,58657.89297979923,0,Rural,40.40427278315292,65.96482222967313,1.6985079055884853,-0.4498322667123713,8.779188068994095,1,2.6131890539138007,6,1.148974114394133,0,47.59285976059314
130,Black,-2.4896210053743166,4,35907.91954263454,1,Rural,42.163970723556645,42.21427364420849,1.5757243431871757,0.7203111387710555,13.998689676303275,3,2.9668838303787477,1,-1.5886668227364542,0,33.28025332777975
131,Black,1.1666531064012813,4,60646.988380188464,0,Rural,52.56534926555361,42.075382184362994,2.900663880049251,0.4291949441549984,10.24321550976232,1,3.0267929673913145,1,0.8016912210010307,0,55.71559706727624
